Datum,Intervall,Schneehöhe,Schneehöhe_Norm,Niederschlag,Lufttemperatur_7h,Lufttemperatur_7h_Norm,Lufttemperatur_7h_Gew,Lufttemperatur_14h,Lufttemperatur_14h_Norm,Lufttemperatur_14h_Gew,Lufttemperatur_19h,Lufttemperatur_19h_Norm,Lufttemperatur_19h_Gew,Schneetemperatur,Schneetemperatur_Norm,Schneetemperatur_Gew,Windrichtung,Windrichtung_Norm,Windrichtung_Gew,Windstärke,Windstärke_Norm,Windstärke_Gew,Einsinktiefe,Einsinktiefe_Norm,Einsinktiefe_Gew,Wetter_akt,Wetter_gestern,Wolken,Wolken_Norm,Neuschnee_x,Neuschnee_Norm,Neuschnee_Gew,Neuschnee_last4,Neuschnee_last2,windstaerke_last1,windstaerke_last2,windstaerke_last3,windstaerke_last4,Lufttemperatur_last1,Lufttemperatur_last2,Lufttemperatur_last3,Lufttemperatur_last4,ID,meanExpo,meanSlope,stdDevSlope,MinSlope,MaxSlope,Altitude,Avalanche
1999-03-22, 1998/ 1999,206.0,140.8911854719991,0.0,-4.0,-32.0,-32.0,-3.0,-24.0,0.0,-6.0,-48.0,-16.0,0.0,0.0,0.0,45.0,2.121320343554229,1.060660171798767,3.0,7.636753236834201,-3.818376618339153,5.0,50.0,100.0,2.0,1.0,8.0,80.0,0.0,0.0,112.0,140.0,140.0,-3.818376618339153,-0.8385737060709428,-9.186541224991475e-11,-3.6746164899965906e-11,-32.0,-66.66666666666667,-61.333333333333336,-66.66666666666667,0.0,236.81701527625484,36.16575,5.3207,23.699150000000003,52.54575,2344.71655,0
1999-03-23, 1998/ 1999,221.0,152.2864859908835,6.7,-7.0,-56.0,-16.0,-1.0,-8.0,-12.0,-4.0,-32.0,-24.0,0.0,0.0,0.0,180.0,-2.0,2.121320343554229,2.0,-7.349232979993181e-11,7.636753236834201,20.0,200.0,25.0,71.0,7.0,8.0,80.0,15.0,150.0,34.0,140.0,100.0,7.636753236834201,-3.818376618339153,-0.8385737060709428,-9.186541224991475e-11,-34.666666666666664,-32.0,-66.66666666666667,-61.333333333333336,0.0,74.58871205440819,40.891475,7.230925,0.0,61.39475,2286.1698499999998,0
1999-03-24, 1998/ 1999,219.0,149.6583195526304,3.0,-3.0,-24.0,-28.0,6.0,48.0,-4.0,1.0,8.0,-16.0,0.0,0.0,0.0,170.0,-2.363538607233317,-2.0,2.4,1.500320254960255,-7.349232979993181e-11,20.0,200.0,100.0,7.0,7.0,9.0,90.0,10.0,100.0,160.0,290.0,150.0,-7.349232979993181e-11,7.636753236834201,-3.818376618339153,-0.8385737060709428,-32.0,-34.666666666666664,-32.0,-66.66666666666667,0.0,82.01615906974631,42.22405,6.966049999999999,16.252,66.35245,1961.4425999999999,0
1999-03-25, 1998/ 1999,210.0,141.5441216172645,0.0,1.6,12.8,-12.0,4.8,38.4,24.0,1.5,12.0,4.0,0.0,0.0,0.0,170.0,-4.431634888562469,-2.363538607233317,4.5,2.813100478050477,1.500320254960255,6.0,60.0,100.0,0.0,7.0,0.0,0.0,0.0,0.0,145.0,350.0,250.0,1.500320254960255,-7.349232979993181e-11,7.636753236834201,-3.818376618339153,10.666666666666666,-32.0,-34.666666666666664,-32.0,0.0,240.62259194360806,40.215385714285716,6.8277,3.598442857142857,60.65671428571428,2925.3788714285715,0
1999-03-26, 1998/ 1999,207.0,137.1962275050385,0.0,1.2,9.6,6.4,6.0,48.0,19.2,3.0,24.0,6.0,0.0,0.0,0.0,230.0,-1.478411502256062,-4.431634888562469,2.3,-6.342847989094549,2.813100478050477,0.0,0.0,30.0,1.0,3.0,2.0,20.0,0.0,0.0,45.0,250.0,100.0,2.813100478050477,1.500320254960255,-7.349232979993181e-11,7.636753236834201,21.066666666666666,10.666666666666666,-32.0,-34.666666666666664,0.0,244.23490345925012,36.92165,4.456625000000001,13.363050000000001,52.8433,2423.3851250000002,0
1999-03-27, 1998/ 1999,198.0,130.3411154863526,0.0,0.0,0.0,4.8,2.0,16.0,24.0,-1.0,-8.0,12.0,0.0,0.0,0.0,315.0,3.535533905995889,-1.478411502256062,5.0,-12.72792206113051,-6.342847989094549,0.0,0.0,0.0,9.0,1.0,7.0,70.0,0.0,0.0,10.0,250.0,0.0,-6.342847989094549,2.813100478050477,1.500320254960255,-7.349232979993181e-11,27.2,21.066666666666666,10.666666666666666,-32.0,0.0,86.72131216113675,43.193687499999996,9.617375,0.0,71.5918125,2461.5064375,0
1999-03-28, 1998/ 1999,196.0,128.5629111280348,0.0,-4.0,-32.0,0.0,5.0,40.0,8.0,-3.0,-24.0,-4.0,0.0,0.0,0.0,180.0,-1.0,3.535533905995889,1.0,-3.6746164899965906e-11,-12.72792206113051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-12.72792206113051,-6.342847989094549,2.813100478050477,1.500320254960255,2.6666666666666665,27.2,21.066666666666666,10.666666666666666,0.0,264.47193195002416,43.07067142857143,8.680310714285714,9.192778571428573,69.46987857142857,2887.1474285714285,0
1999-03-29, 1998/ 1999,196.0,128.1299532310253,1.8,-4.0,-32.0,-16.0,1.0,8.0,20.0,-2.0,-16.0,-12.0,0.0,0.0,0.0,180.0,-1.0,-1.0,1.0,-3.6746164899965906e-11,-3.6746164899965906e-11,1.0,10.0,0.0,71.0,7.0,8.0,80.0,1.0,10.0,0.0,0.0,0.0,-3.6746164899965906e-11,-12.72792206113051,-6.342847989094549,2.813100478050477,-5.333333333333333,2.6666666666666665,27.2,21.066666666666666,0.0,279.7382271735702,39.6356,8.306790000000001,5.107609999999999,63.33960999999999,3027.45095,0
1999-03-30, 1998/ 1999,201.0,128.8461538461539,5.1,-3.0,-24.0,-16.0,1.0,8.0,4.0,-2.0,-16.0,-8.0,0.0,0.0,0.0,315.0,2.121320343597533,-1.0,3.0,-7.636753236678307,-3.6746164899965906e-11,5.0,50.0,5.0,71.0,7.0,8.0,80.0,5.0,50.0,10.0,10.0,10.0,-3.6746164899965906e-11,-3.6746164899965906e-11,-12.72792206113051,-6.342847989094549,-13.333333333333334,-5.333333333333333,2.6666666666666665,27.2,0.0,90.01768390844254,42.53206000000001,7.09607,13.2901,65.78074,2749.76394,0
1999-03-31, 1998/ 1999,198.0,128.5967336989689,2.4,-6.0,-48.0,-12.0,5.0,40.0,4.0,-1.0,-8.0,-8.0,0.0,0.0,0.0,180.0,-1.0,2.121320343597533,1.0,-3.6746164899965906e-11,-7.636753236678307,2.0,20.0,25.0,0.0,1.0,0.0,0.0,2.0,20.0,53.0,60.0,60.0,-7.636753236678307,-3.6746164899965906e-11,-3.6746164899965906e-11,-12.72792206113051,-10.666666666666666,-13.333333333333334,-5.333333333333333,2.6666666666666665,0.0,260.46868802414093,42.6599,7.696246428571428,7.606199999999999,65.80953392857143,3022.7729089285713,0
1999-04-01, 1998/ 1999,194.0,126.4218020906657,0.0,-5.0,-40.0,-24.0,7.0,56.0,20.0,1.0,8.0,-4.0,-8.0,-80.0,0.0,180.0,-2.0,-1.0,2.0,-7.349232979993181e-11,-3.6746164899965906e-11,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,80.0,70.0,-3.6746164899965906e-11,-7.636753236678307,-3.6746164899965906e-11,-3.6746164899965906e-11,-5.333333333333333,-10.666666666666666,-13.333333333333334,-5.333333333333333,0.0,95.78291886961902,42.4658,8.1845,0.0,61.137879999999996,2423.43086,0
1999-04-02, 1998/ 1999,191.0,126.0852174282672,0.0,1.0,8.0,-20.0,6.0,48.0,28.0,2.0,16.0,4.0,-1.0,-10.0,-40.0,220.0,-1.149066664666439,-2.0,1.5,-3.471053092358916,-7.349232979993181e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,80.0,20.0,-7.349232979993181e-11,-3.6746164899965906e-11,-7.636753236678307,-3.6746164899965906e-11,8.0,-5.333333333333333,-10.666666666666666,-13.333333333333334,0.0,244.23490345925012,36.92165,4.456625000000001,13.363050000000001,52.8433,2423.3851250000002,0
1999-04-03, 1998/ 1999,188.0,121.9579283252795,0.0,-2.0,-16.0,4.0,4.0,32.0,24.0,4.0,32.0,8.0,-2.0,-20.0,-5.0,180.0,-0.0,-1.149066664666439,0.0,-0.0,-3.471053092358916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,0.0,-3.471053092358916,-7.349232979993181e-11,-3.6746164899965906e-11,-7.636753236678307,24.0,8.0,-5.333333333333333,-10.666666666666666,0.0,271.6647666395917,41.9246,4.6595,33.076,54.9209,1980.7611,0
1999-04-04, 1998/ 1999,184.0,121.0767704277108,0.0,0.0,0.0,-8.0,5.0,40.0,16.0,0.0,0.0,16.0,-1.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,60.0,0.0,0.0,0.0,20.0,0.0,-0.0,-3.471053092358916,-7.349232979993181e-11,-3.6746164899965906e-11,16.0,24.0,8.0,-5.333333333333333,0.0,244.23490345925012,36.92165,4.456625000000001,13.363050000000001,52.8433,2423.3851250000002,0
1999-04-05, 1998/ 1999,206.0,136.3144141487982,22.6,-2.0,-16.0,0.0,2.0,16.0,20.0,1.0,8.0,0.0,-2.0,-20.0,-5.0,270.0,3.062047181567537e-11,0.0,2.0,-7.2,0.0,20.0,200.0,0.0,2.0,7.0,7.0,70.0,30.0,300.0,0.0,0.0,0.0,0.0,-0.0,-3.471053092358916,-7.349232979993181e-11,13.333333333333334,16.0,24.0,8.0,23.0,143.25253483590674,44.76603333333333,8.8735,0.0,72.04520000000001,2201.1883333333335,1
1999-04-06, 1998/ 1999,200.0,135.4401759217764,0.0,-2.0,-16.0,-8.0,11.0,88.0,8.0,5.0,40.0,4.0,-4.0,-40.0,-10.0,180.0,-3.0,3.062047181567537e-11,3.0,-1.1023849469989769e-10,-7.2,0.0,0.0,100.0,1.0,1.0,4.0,40.0,0.0,0.0,300.0,300.0,300.0,-7.2,0.0,-0.0,-3.471053092358916,2.6666666666666665,13.333333333333334,16.0,24.0,18.0,244.23490345925012,36.92165,4.456625000000001,13.363050000000001,52.8433,2423.3851250000002,1
1999-04-06, 1998/ 1999,200.0,135.4401759217764,0.0,-2.0,-16.0,-8.0,11.0,88.0,8.0,5.0,40.0,4.0,-4.0,-40.0,-10.0,180.0,-3.0,3.062047181567537e-11,3.0,-1.1023849469989769e-10,-7.2,0.0,0.0,100.0,1.0,1.0,4.0,40.0,0.0,0.0,300.0,300.0,300.0,-7.2,0.0,-0.0,-3.471053092358916,2.6666666666666665,13.333333333333334,16.0,24.0,19.0,86.72131216113675,43.193687499999996,9.617375,0.0,71.5918125,2461.5064375,1
1999-04-06, 1998/ 1999,200.0,135.4401759217764,0.0,-2.0,-16.0,-8.0,11.0,88.0,8.0,5.0,40.0,4.0,-4.0,-40.0,-10.0,180.0,-3.0,3.062047181567537e-11,3.0,-1.1023849469989769e-10,-7.2,0.0,0.0,100.0,1.0,1.0,4.0,40.0,0.0,0.0,300.0,300.0,300.0,-7.2,0.0,-0.0,-3.471053092358916,2.6666666666666665,13.333333333333334,16.0,24.0,29.0,96.26012426572247,45.16453333333333,6.601933333333332,20.030966666666668,67.09086666666667,2059.5669,1
1999-04-07, 1998/ 1999,188.0,124.4533585564634,0.0,2.0,16.0,-8.0,1.0,8.0,44.0,-2.0,-16.0,20.0,-1.0,-10.0,-20.0,315.0,2.121320343597533,-3.0,3.0,-7.636753236678307,-1.1023849469989769e-10,0.0,0.0,0.0,2.0,1.0,8.0,80.0,0.0,0.0,90.0,300.0,300.0,-1.1023849469989769e-10,-7.2,0.0,-0.0,37.333333333333336,2.6666666666666665,13.333333333333334,16.0,34.0,281.0768689746891,43.65695,4.415100000000001,32.17595,52.052099999999996,1944.9621499999998,1
1999-04-08, 1998/ 1999,214.0,143.1293064077868,23.4,-4.0,-32.0,8.0,-3.0,-24.0,4.0,-4.0,-32.0,-8.0,0.0,0.0,-5.0,360.0,2.0,2.121320343597533,2.0,1.4698465959986357e-10,-7.636753236678307,31.0,310.0,0.0,71.0,7.0,9.0,90.0,30.0,300.0,30.0,300.0,0.0,-7.636753236678307,-1.1023849469989769e-10,-7.2,0.0,2.6666666666666665,37.333333333333336,2.6666666666666665,13.333333333333334,39.0,57.6558489858689,42.93221,9.835354999999998,1.7760500000000001,69.60602500000002,1719.594455,1
1999-04-09, 1998/ 1999,211.0,141.899321755094,5.1,-5.0,-40.0,-16.0,1.0,8.0,-12.0,-2.0,-16.0,-16.0,-1.0,-10.0,0.0,360.0,3.0,2.0,3.0,2.2047698939979548e-10,1.4698465959986357e-10,53.0,530.0,155.0,71.0,7.0,8.0,80.0,8.0,80.0,300.0,600.0,300.0,1.4698465959986357e-10,-7.636753236678307,-1.1023849469989769e-10,-7.2,-29.333333333333332,2.6666666666666665,37.333333333333336,2.6666666666666665,25.0,103.16011422051332,42.24281818181817,7.576309090909091,8.488518181818181,64.56995454545455,2336.0986545454543,1
1999-04-09, 1998/ 1999,211.0,141.899321755094,5.1,-5.0,-40.0,-16.0,1.0,8.0,-12.0,-2.0,-16.0,-16.0,-1.0,-10.0,0.0,360.0,3.0,2.0,3.0,2.2047698939979548e-10,1.4698465959986357e-10,53.0,530.0,155.0,71.0,7.0,8.0,80.0,8.0,80.0,300.0,600.0,300.0,1.4698465959986357e-10,-7.636753236678307,-1.1023849469989769e-10,-7.2,-29.333333333333332,2.6666666666666665,37.333333333333336,2.6666666666666665,23.0,143.25253483590674,44.76603333333333,8.8735,0.0,72.04520000000001,2201.1883333333335,1
1999-04-10, 1998/ 1999,203.0,135.4427853889088,0.0,-8.0,-64.0,-20.0,6.0,48.0,4.0,0.0,0.0,-8.0,-7.0,-70.0,-5.0,180.0,-2.0,3.0,2.0,-7.349232979993181e-11,2.2047698939979548e-10,0.0,0.0,265.0,1.0,1.0,2.0,20.0,0.0,0.0,170.0,380.0,380.0,2.2047698939979548e-10,1.4698465959986357e-10,-7.636753236678307,-1.1023849469989769e-10,-16.0,-29.333333333333332,2.6666666666666665,37.333333333333336,0.0,100.90372187786215,46.2365,9.0208625,13.071087499999999,66.32780000000001,1472.435275,0
1999-04-11, 1998/ 1999,198.0,131.1784798246334,0.0,0.0,0.0,-32.0,4.0,32.0,24.0,-1.0,-8.0,0.0,0.0,0.0,-35.0,135.0,-2.828427124767842,-2.0,4.0,10.18233764900834,-7.349232979993181e-11,0.0,0.0,0.0,3.0,0.0,8.0,80.0,0.0,0.0,54.0,380.0,80.0,-7.349232979993181e-11,2.2047698939979548e-10,1.4698465959986357e-10,-7.636753236678307,-5.333333333333333,-16.0,-29.333333333333332,2.6666666666666665,0.0,90.01768390844254,42.53206000000001,7.09607,13.2901,65.78074,2749.76394,0
1999-04-12, 1998/ 1999,204.0,135.0722303125848,5.4,-5.0,-40.0,0.0,5.0,40.0,16.0,2.0,16.0,-4.0,-2.0,-20.0,0.0,315.0,1.414213562398356,-2.828427124767842,2.0,-5.091168824452204,10.18233764900834,5.0,50.0,0.0,2.0,7.0,8.0,80.0,5.0,50.0,8.0,380.0,0.0,10.18233764900834,-7.349232979993181e-11,2.2047698939979548e-10,1.4698465959986357e-10,8.0,-5.333333333333333,-16.0,-29.333333333333332,0.0,90.01768390844254,42.53206000000001,7.09607,13.2901,65.78074,2749.76394,0
1999-04-13, 1998/ 1999,214.0,137.7951272846104,14.7,-4.0,-32.0,-20.0,-1.0,-8.0,20.0,-3.0,-24.0,8.0,0.0,0.0,-10.0,135.0,-1.414213562383921,1.414213562398356,2.0,5.091168824504169,-5.091168824452204,24.0,240.0,25.0,73.0,7.0,0.0,0.0,21.0,210.0,50.0,130.0,50.0,-5.091168824452204,10.18233764900834,-7.349232979993181e-11,2.2047698939979548e-10,5.333333333333333,8.0,-5.333333333333333,-16.0,0.0,236.81701527625484,36.16575,5.3207,23.699150000000003,52.54575,2344.71655,0
1999-04-14, 1998/ 1999,224.0,142.8958118860763,7.4,-6.0,-48.0,-16.0,1.0,8.0,-4.0,-1.0,-8.0,-12.0,-1.0,-10.0,0.0,315.0,1.414213562398356,-1.414213562383921,2.0,-5.091168824452204,5.091168824504169,34.0,340.0,120.0,71.0,7.0,8.0,80.0,11.0,110.0,225.0,260.0,260.0,5.091168824504169,-5.091168824452204,10.18233764900834,-7.349232979993181e-11,-21.333333333333332,5.333333333333333,8.0,-5.333333333333333,0.0,275.52175426542595,42.58717894736842,7.489589473684211,3.4162157894736835,71.13368421052631,2555.3687789473684,0
1999-04-15, 1998/ 1999,212.0,136.3742702227522,0.0,1.0,8.0,-24.0,2.0,16.0,4.0,1.0,8.0,-4.0,-1.0,-10.0,-5.0,180.0,-14.0,1.414213562398356,14.0,-5.144463085995227e-10,-5.091168824452204,0.0,0.0,170.0,8.0,1.0,5.0,50.0,0.0,0.0,178.0,370.0,320.0,-5.091168824452204,5.091168824504169,-5.091168824452204,10.18233764900834,-16.0,-21.333333333333332,5.333333333333333,8.0,0.0,283.9975436318919,43.05126666666666,7.684349999999999,0.0,63.39553333333333,1636.8323666666665,0
1999-04-16, 1998/ 1999,204.0,130.2631552024756,0.0,-6.0,-48.0,4.0,-4.0,-32.0,8.0,-5.0,-40.0,4.0,-2.0,-20.0,-5.0,340.0,0.9396926207925024,-14.0,1.0,-1.231272515907186,-5.144463085995227e-10,0.0,0.0,0.0,3.0,1.0,9.0,90.0,0.0,0.0,54.0,370.0,110.0,-5.144463085995227e-10,-5.091168824452204,5.091168824504169,-5.091168824452204,10.666666666666666,-16.0,-21.333333333333332,5.333333333333333,0.0,2.980624706433346,37.0667,6.0031,13.5869,50.02585,1967.5639,0
1999-04-17, 1998/ 1999,217.0,135.625,20.0,-8.0,-64.0,-24.0,-4.0,-32.0,-16.0,-6.0,-48.0,-20.0,-2.0,-20.0,-10.0,360.0,2.0,0.9396926207925024,2.0,1.4698465959986357e-10,-1.231272515907186,17.0,170.0,0.0,7.0,3.0,9.0,90.0,17.0,170.0,11.0,320.0,0.0,-1.231272515907186,-5.144463085995227e-10,-5.091168824452204,5.091168824504169,-40.0,10.666666666666666,-16.0,-21.333333333333332,0.0,271.6647666395917,41.9246,4.6595,33.076,54.9209,1980.7611,0
1999-04-18, 1998/ 1999,225.0,140.3326447844204,5.0,-8.0,-64.0,-32.0,-5.0,-40.0,-16.0,-3.0,-24.0,-24.0,-3.0,-30.0,-10.0,180.0,-1.0,2.0,1.0,-3.6746164899965906e-11,1.4698465959986357e-10,20.0,200.0,85.0,7.0,7.0,9.0,90.0,10.0,100.0,170.0,280.0,170.0,1.4698465959986357e-10,-1.231272515907186,-5.144463085995227e-10,-5.091168824452204,-48.0,-40.0,10.666666666666666,-16.0,0.0,98.85156201158661,41.04085833333334,8.651008333333332,6.873766666666666,71.01370833333333,2637.5822666666663,0
1999-04-19, 1998/ 1999,231.0,142.167102232245,6.3,-8.0,-64.0,-32.0,0.0,0.0,-20.0,-6.0,-48.0,-12.0,-5.0,-50.0,-15.0,180.0,-1.0,-1.0,1.0,-3.6746164899965906e-11,-3.6746164899965906e-11,25.0,250.0,100.0,2.0,7.0,7.0,70.0,15.0,150.0,151.0,270.0,270.0,-3.6746164899965906e-11,1.4698465959986357e-10,-1.231272515907186,-5.144463085995227e-10,-42.666666666666664,-48.0,-40.0,10.666666666666666,18.0,244.23490345925012,36.92165,4.456625000000001,13.363050000000001,52.8433,2423.3851250000002,1
1999-04-20, 1998/ 1999,223.0,140.7723784018241,3.4,-8.0,-64.0,-32.0,3.0,24.0,0.0,-1.0,-8.0,-24.0,0.0,0.0,-25.0,225.0,-2.121320343532578,-1.0,3.0,-7.636753236912147,-3.6746164899965906e-11,13.0,130.0,125.0,2.0,7.0,2.0,20.0,9.0,90.0,197.0,420.0,250.0,-3.6746164899965906e-11,-3.6746164899965906e-11,1.4698465959986357e-10,-1.231272515907186,-37.333333333333336,-42.666666666666664,-48.0,-40.0,34.0,281.0768689746891,43.65695,4.415100000000001,32.17595,52.052099999999996,1944.9621499999998,1
1999-04-20, 1998/ 1999,223.0,140.7723784018241,3.4,-8.0,-64.0,-32.0,3.0,24.0,0.0,-1.0,-8.0,-24.0,0.0,0.0,-25.0,225.0,-2.121320343532578,-1.0,3.0,-7.636753236912147,-3.6746164899965906e-11,13.0,130.0,125.0,2.0,7.0,2.0,20.0,9.0,90.0,197.0,420.0,250.0,-3.6746164899965906e-11,-3.6746164899965906e-11,1.4698465959986357e-10,-1.231272515907186,-37.333333333333336,-42.666666666666664,-48.0,-40.0,27.0,74.58871205440819,40.891475,7.230925,0.0,61.39475,2286.1698499999998,1
1999-04-21, 1998/ 1999,213.0,133.2474745903112,0.0,-1.0,-8.0,-32.0,5.0,40.0,12.0,2.0,16.0,-4.0,0.0,0.0,0.0,180.0,-2.0,-2.121320343532578,2.0,-7.349232979993181e-11,-7.636753236912147,1.0,10.0,65.0,3.0,2.0,8.0,80.0,0.0,0.0,145.0,510.0,240.0,-7.636753236912147,-3.6746164899965906e-11,-3.6746164899965906e-11,1.4698465959986357e-10,-16.0,-37.333333333333336,-42.666666666666664,-48.0,0.0,57.6558489858689,42.93221,9.835354999999998,1.7760500000000001,69.60602500000002,1719.594455,0
1999-04-22, 1998/ 1999,213.0,135.5672048435727,4.5,-2.0,-16.0,-4.0,5.0,40.0,20.0,1.0,8.0,8.0,-1.0,-10.0,0.0,180.0,-2.0,-2.0,2.0,-7.349232979993181e-11,-7.349232979993181e-11,23.0,230.0,5.0,71.0,6.0,8.0,80.0,5.0,50.0,42.0,340.0,90.0,-7.349232979993181e-11,-7.636753236912147,-3.6746164899965906e-11,-3.6746164899965906e-11,16.0,-16.0,-37.333333333333336,-42.666666666666664,0.0,95.78291886961902,42.4658,8.1845,0.0,61.137879999999996,2423.43086,0
1999-04-23, 1998/ 1999,208.0,135.7650181001924,3.4,-1.0,-8.0,-8.0,5.0,40.0,20.0,3.0,24.0,4.0,-1.0,-10.0,-5.0,180.0,-1.5,-2.0,1.5,-5.5119247349948856e-11,-7.349232979993181e-11,23.0,230.0,115.0,1.0,2.0,4.0,40.0,0.0,0.0,59.0,290.0,50.0,-7.349232979993181e-11,-7.349232979993181e-11,-7.636753236912147,-3.6746164899965906e-11,10.666666666666666,16.0,-16.0,-37.333333333333336,0.0,90.01768390844254,42.53206000000001,7.09607,13.2901,65.78074,2749.76394,0
1999-04-24, 1998/ 1999,201.0,133.6592982284537,0.0,-0.5,-4.0,-4.0,9.0,72.0,20.0,2.0,16.0,12.0,-1.0,-10.0,-5.0,315.0,0.7071067811991778,-1.5,1.0,-2.545584412226102,-5.5119247349948856e-11,16.0,160.0,115.0,1.0,0.0,4.0,40.0,0.0,0.0,15.0,140.0,50.0,-5.5119247349948856e-11,-7.349232979993181e-11,-7.349232979993181e-11,-7.636753236912147,18.666666666666668,10.666666666666666,16.0,-16.0,0.0,289.799831793751,43.1391,7.52,0.0,66.6961,2068.9832,0
1999-04-25, 1998/ 1999,198.0,132.754875900583,4.0,-1.0,-8.0,-2.0,8.0,64.0,36.0,3.0,24.0,8.0,-1.0,-10.0,-5.0,275.0,0.0871557427631931,0.7071067811991778,1.0,-3.586300913125391,-2.545584412226102,12.0,120.0,80.0,45.0,0.0,9.0,90.0,4.0,40.0,5.0,50.0,0.0,-2.545584412226102,-5.5119247349948856e-11,-7.349232979993181e-11,-7.349232979993181e-11,28.0,18.666666666666668,10.666666666666666,16.0,0.0,291.2941028496267,42.673878947368415,7.093168421052632,13.11735263157895,57.314842105263146,2206.0591894736845,0
1999-04-26, 1998/ 1999,192.0,134.4366697678951,0.0,-1.0,-8.0,-4.0,9.0,72.0,32.0,5.0,40.0,12.0,-3.0,-30.0,-5.0,180.0,-3.0,0.0871557427631931,3.0,-1.1023849469989769e-10,-3.586300913125391,0.0,0.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,90.0,40.0,-3.586300913125391,-2.545584412226102,-5.5119247349948856e-11,-7.349232979993181e-11,26.666666666666668,28.0,18.666666666666668,10.666666666666666,17.0,90.01768390844254,42.53206000000001,7.09607,13.2901,65.78074,2749.76394,1
1999-04-27, 1998/ 1999,188.0,132.3661181908485,0.0,1.0,8.0,-4.0,9.0,72.0,36.0,4.0,32.0,20.0,-2.0,-20.0,-15.0,180.0,-2.0,-3.0,2.0,-7.349232979993181e-11,-1.1023849469989769e-10,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,12.0,40.0,40.0,-1.1023849469989769e-10,-3.586300913125391,-2.545584412226102,-5.5119247349948856e-11,34.666666666666664,26.666666666666668,28.0,18.666666666666668,25.0,103.16011422051332,42.24281818181817,7.576309090909091,8.488518181818181,64.56995454545455,2336.0986545454543,1
1999-04-28, 1998/ 1999,184.0,130.7493475611217,1.0,1.0,8.0,4.0,7.0,56.0,36.0,5.0,40.0,16.0,0.0,0.0,-10.0,270.0,3.062047181567537e-11,-2.0,2.0,-7.2,-7.349232979993181e-11,5.0,50.0,0.0,2.0,6.0,8.0,80.0,0.0,0.0,4.0,40.0,0.0,-7.349232979993181e-11,-1.1023849469989769e-10,-3.586300913125391,-2.545584412226102,37.333333333333336,34.666666666666664,26.666666666666668,28.0,15.0,98.85156201158661,41.04085833333334,8.651008333333332,6.873766666666666,71.01370833333333,2637.5822666666663,1
1999-04-28, 1998/ 1999,184.0,130.7493475611217,1.0,1.0,8.0,4.0,7.0,56.0,36.0,5.0,40.0,16.0,0.0,0.0,-10.0,270.0,3.062047181567537e-11,-2.0,2.0,-7.2,-7.349232979993181e-11,5.0,50.0,0.0,2.0,6.0,8.0,80.0,0.0,0.0,4.0,40.0,0.0,-7.349232979993181e-11,-1.1023849469989769e-10,-3.586300913125391,-2.545584412226102,37.333333333333336,34.666666666666664,26.666666666666668,28.0,27.0,74.58871205440819,40.891475,7.230925,0.0,61.39475,2286.1698499999998,1
1999-04-28, 1998/ 1999,184.0,130.7493475611217,1.0,1.0,8.0,4.0,7.0,56.0,36.0,5.0,40.0,16.0,0.0,0.0,-10.0,270.0,3.062047181567537e-11,-2.0,2.0,-7.2,-7.349232979993181e-11,5.0,50.0,0.0,2.0,6.0,8.0,80.0,0.0,0.0,4.0,40.0,0.0,-7.349232979993181e-11,-1.1023849469989769e-10,-3.586300913125391,-2.545584412226102,37.333333333333336,34.666666666666664,26.666666666666668,28.0,39.0,57.6558489858689,42.93221,9.835354999999998,1.7760500000000001,69.60602500000002,1719.594455,1
1999-04-29, 1998/ 1999,179.0,127.9402234596659,0.0,3.0,24.0,4.0,15.0,120.0,28.0,8.0,64.0,20.0,0.0,0.0,0.0,180.0,-2.0,3.062047181567537e-11,2.0,-7.349232979993181e-11,-7.2,5.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,-7.2,-7.349232979993181e-11,-1.1023849469989769e-10,-3.586300913125391,34.666666666666664,37.333333333333336,34.666666666666664,26.666666666666668,1.0,34.688782218015966,40.63506666666667,6.611666666666667,6.015999999999999,57.45053333333334,2166.8580666666667,1
1999-04-30, 1998/ 1999,172.0,126.1894230839198,3.0,2.0,16.0,12.0,5.0,40.0,60.0,3.0,24.0,32.0,0.0,0.0,0.0,315.0,2.121320343597533,-2.0,3.0,-7.636753236678307,-7.349232979993181e-11,5.0,50.0,25.0,2.0,6.0,8.0,80.0,0.0,0.0,0.0,0.0,0.0,-7.349232979993181e-11,-7.2,-7.349232979993181e-11,-1.1023849469989769e-10,69.33333333333333,34.666666666666664,37.333333333333336,34.666666666666664,0.0,313.3576608990387,41.10323333333333,5.3846,31.22615,54.98563333333333,2040.6385333333335,0
